test_name,class,iterations,total_time_ms,per_iter_ms,clean_exit,list_file
Old/m86si.tst,A,1000,74,0,yes,Old/universal.lst
Old/m88si.tst,A,1000,265,0,yes,Old/universal.lst
Old/m89si.tst,A,1000,169,0,yes,Old/universal.lst
Old/m8ex.tst,FAIL,0,0,0,no,Old/universal.lst
Old/m8si.tst,A,1000,38,0,yes,Old/universal.lst
Old/m90si.tst,A,129,8358,64,yes,Old/universal.lst
Old/m90si_1.tst,A,45,8474,188,yes,Old/universal.lst
Old/m91si.tst,A,1000,848,0,yes,Old/universal.lst
Old/m92si.tst,A,1000,130,0,yes,Old/universal.lst
Old/m93si.tst,A,667,6568,9,yes,Old/universal.lst
Old/m94si.tst,A,1000,304,0,yes,Old/universal.lst
Old/m95si.tst,A,1000,30,0,yes,Old/universal.lst
Old/m96si.tst,A,1000,946,0,yes,Old/universal.lst
Old/m97si.tst,A,1000,762,0,yes,Old/universal.lst
Old/m98si.tst,A,1000,65,0,yes,Old/universal.lst
Old/m99si.tst,A,1000,771,0,yes,Old/universal.lst
Old/m9ex.tst,A,1000,2218,2,yes,Old/universal.lst
Old/m9si.tst,A,1000,97,0,yes,Old/universal.lst
Old/map.tst,A,205,8237,40,yes,Old/universal.lst
Old/mapp.tst,A,1000,1116,1,yes,Old/universal.lst
Old/matr.tst,A,1000,0,0,yes,Old/universal.lst
Old/matrix.tst,A,286,0,0,yes,Old/universal.lst
Old/matrows.tst,A,1000,516,0,yes,Old/universal.lst
Old/maxdegr.tst,A,1000,257,0,yes,Old/universal.lst
Old/maxid.tst,A,527,1,0,yes,Old/universal.lst
Old/minbas.tst,A,1000,4385,4,yes,Old/universal.lst
Old/mino.tst,A,1000,1,0,yes,Old/universal.lst
Old/modu.tst,A,1000,366,0,yes,Old/universal.lst
Old/modul.tst,A,1000,189,0,yes,Old/universal.lst
Old/modul1.tst,A,1000,2,0,yes,Old/universal.lst
Old/modulo.tst,A,1000,1159,1,yes,Old/universal.lst
Old/mora1.tst,A,286,9277,32,yes,Old/universal.lst
Old/mora2.tst,A,271,8148,30,yes,Old/universal.lst
Old/moralex.tst,A,1000,431,0,yes,Old/universal.lst
Old/mre.tst,A,477,7414,15,yes,Old/universal.lst
Old/msect.tst,A,1000,2013,2,yes,Old/universal.lst
Old/mult.tst,A,1000,931,0,yes,Old/universal.lst
Old/namof.tst,A,1000,1,0,yes,Old/universal.lst
Old/nofile.tst,A,1000,58,0,yes,Old/universal.lst
Old/normalf.tst,A,1000,1207,1,yes,Old/universal.lst
Old/numvar.tst,A,1000,1187,1,yes,Old/universal.lst
Old/opt.tst,A,1000,968,0,yes,Old/universal.lst
Old/ord.tst,A,1000,2037,2,yes,Old/universal.lst
Old/order.tst,A,1000,1196,1,yes,Old/universal.lst
Old/palg.tst,A,125,5836,46,yes,Old/universal.lst
Old/part.tst,A,1000,1331,1,yes,Old/universal.lst
Old/permutat.tst,A,1000,0,0,yes,Old/universal.lst
Old/pol.tst,A,1000,331,0,yes,Old/universal.lst
Old/poly.tst,A,1000,1,0,yes,Old/universal.lst
Old/polylib.tst,A,186,3167,17,yes,Old/universal.lst
Old/preim.tst,A,1000,1596,1,yes,Old/universal.lst
Old/preimage.tst,A,1000,1271,1,yes,Old/universal.lst
Old/prim.tst,A,1000,837,0,yes,Old/universal.lst
Old/proc.tst,A,1000,1065,1,yes,Old/universal.lst
Old/qhw.tst,A,1000,1374,1,yes,Old/universal.lst
Old/qrin.tst,A,1000,635,0,yes,Old/universal.lst
Old/qring.tst,A,1000,687,0,yes,Old/universal.lst
Old/qring1.tst,A,1000,752,0,yes,Old/universal.lst
Old/quot.tst,A,1000,1451,1,yes,Old/universal.lst
Old/rang.tst,A,1000,890,0,yes,Old/universal.lst
Old/re.tst,A,625,7879,12,yes,Old/universal.lst
Old/redtail.tst,A,108,8471,78,yes,Old/universal.lst
Old/regr1.tst,A,1000,184,0,yes,Old/universal.lst
Old/regul.tst,A,4,9811,2452,yes,Old/universal.lst
Old/res.tst,A,193,8925,46,yes,Old/universal.lst
Old/res2.tst,A,137,8365,61,yes,Old/universal.lst
Old/ring.tst,A,1000,1,0,yes,Old/universal.lst
Old/ringdef.tst,A,1000,1,0,yes,Old/universal.lst
Old/ringlib.tst,A,200,2260,11,yes,Old/universal.lst
Old/rings.tst,A,1000,798,0,yes,Old/universal.lst
Old/row.tst,A,1000,860,0,yes,Old/universal.lst
Old/rvari.tst,A,1000,816,0,yes,Old/universal.lst
Old/sat.tst,A,1000,0,0,yes,Old/universal.lst
Old/setrin.tst,A,1000,856,0,yes,Old/universal.lst
Old/shor.tst,A,1000,116,0,yes,Old/universal.lst
Old/siz.tst,A,1000,912,0,yes,Old/universal.lst
Old/smm.tst,A,122,6814,55,yes,Old/universal.lst
Old/sre.tst,A,132,8349,63,yes,Old/universal.lst
Old/sres.tst,A,834,7394,8,yes,Old/universal.lst
Old/sstring.tst,A,1000,1,0,yes,Old/universal.lst
Old/std1.tst,A,1000,1354,1,yes,Old/universal.lst
Old/std_test.tst,A,21,8945,425,yes,Old/universal.lst
Old/stdhilb.tst,A,115,8267,71,yes,Old/universal.lst
Old/string.tst,A,1000,10,0,yes,Old/universal.lst
Old/subexpr.tst,A,1000,1,0,yes,Old/universal.lst
Old/subexpr1.tst,A,1000,0,0,yes,Old/universal.lst
Old/substit.tst,A,1000,521,0,yes,Old/universal.lst
Old/syzygies.tst,A,715,7971,11,yes,Old/universal.lst
Old/syzygy.tst,A,1000,1398,1,yes,Old/universal.lst
Old/teste.tst,A,1000,818,0,yes,Old/universal.lst
Old/time.tst,A,1000,189,0,yes,Old/universal.lst
Old/trac.tst,A,1000,1,0,yes,Old/universal.lst
Old/trans.tst,A,1000,0,0,yes,Old/universal.lst
Old/typ.tst,A,1000,1003,1,yes,Old/universal.lst
Old/typof.tst,A,1000,172,0,yes,Old/universal.lst
Old/va.tst,A,1000,0,0,yes,Old/universal.lst
Old/varlist.tst,A,1000,165,0,yes,Old/universal.lst
Old/vdimen.tst,A,1000,455,0,yes,Old/universal.lst
Old/vec.tst,A,1000,311,0,yes,Old/universal.lst
Old/wedg.tst,A,1000,0,0,yes,Old/universal.lst
Old/weight.tst,A,1000,2293,2,yes,Old/universal.lst
Old/weight2.tst,A,141,8569,60,yes,Old/universal.lst
Old/zahlen0.tst,A,30,367,12,yes,Old/universal.lst
Buch/Example_1_1_8.tst,A,1000,707,0,yes,Buch/buch.lst
Buch/Example_1_1_9.tst,A,1000,65,0,yes,Buch/buch.lst
Buch/Example_1_1_10.tst,A,1000,172,0,yes,Buch/buch.lst
Buch/Example_1_2_12.tst,A,1000,514,0,yes,Buch/buch.lst
Buch/Example_1_2_3.tst,A,1000,115,0,yes,Buch/buch.lst
Buch/Example_1_3_13.tst,A,1000,4327,4,yes,Buch/buch.lst
Buch/Example_1_3_15.tst,A,162,6181,38,yes,Buch/buch.lst
Buch/Example_1_3_3.tst,A,218,4236,19,yes,Buch/buch.lst
Buch/Example_1_4_9.tst,A,1000,477,0,yes,Buch/buch.lst
Buch/Example_1_5_9.tst,A,1000,271,0,yes,Buch/buch.lst
Buch/Example_1_6_13.tst,A,1000,241,0,yes,Buch/buch.lst
Buch/Example_1_7_9.tst,A,1000,742,0,yes,Buch/buch.lst
Buch/Example_1_8_1.tst,A,1000,251,0,yes,Buch/buch.lst
Buch/Example_1_8_11.tst,A,1000,353,0,yes,Buch/buch.lst
Buch/Example_1_8_13.tst,A,1000,506,0,yes,Buch/buch.lst
Buch/Example_1_8_15.tst,A,400,902,2,yes,Buch/buch.lst
Buch/Example_1_8_18.tst,A,1000,379,0,yes,Buch/buch.lst
Buch/Example_1_8_19.tst,A,358,1605,4,yes,Buch/buch.lst
Buch/Example_1_8_2.tst,A,1000,442,0,yes,Buch/buch.lst
Buch/Example_1_8_20.tst,A,345,1626,4,yes,Buch/buch.lst
Buch/Example_1_8_4.tst,A,1000,1163,1,yes,Buch/buch.lst
Buch/Example_1_8_6.tst,A,1000,195,0,yes,Buch/buch.lst
Buch/Example_1_8_7.tst,A,136,5666,41,yes,Buch/buch.lst
Buch/Example_1_8_9.tst,A,358,3799,10,yes,Buch/buch.lst
Buch/Example_2_1_12.tst,A,1000,232,0,yes,Buch/buch.lst
Buch/Example_2_1_19.tst,A,1000,464,0,yes,Buch/buch.lst
Buch/Example_2_1_23.tst,A,1000,129,0,yes,Buch/buch.lst
Buch/Example_2_1_25.tst,A,1000,1402,1,yes,Buch/buch.lst
Buch/Example_2_1_33.tst,A,1000,80,0,yes,Buch/buch.lst
Buch/Example_2_1_6.tst,A,1000,948,0,yes,Buch/buch.lst
Buch/Example_2_1_9.tst,A,1000,157,0,yes,Buch/buch.lst
Buch/Example_2_2_13.tst,A,1000,175,0,yes,Buch/buch.lst
Buch/Example_2_3_11.tst,A,1000,502,0,yes,Buch/buch.lst
Buch/Example_2_3_9.tst,A,1000,135,0,yes,Buch/buch.lst
Buch/Example_2_4_12.tst,A,1000,657,0,yes,Buch/buch.lst
Buch/Example_2_5_13.tst,A,1000,892,0,yes,Buch/buch.lst
Buch/Example_2_5_3.tst,A,1000,248,0,yes,Buch/buch.lst
Buch/Example_2_6_11.tst,A,385,1349,3,yes,Buch/buch.lst
Buch/Example_2_6_15.tst,A,345,28,0,yes,Buch/buch.lst
Buch/Example_2_6_3.tst,A,1000,856,0,yes,Buch/buch.lst
Buch/Example_2_7_14.tst,A,1000,535,0,yes,Buch/buch.lst
Buch/Example_2_7_5.tst,A,1000,965,0,yes,Buch/buch.lst
Buch/Example_2_7_9.tst,A,385,1519,3,yes,Buch/buch.lst
Buch/Example_2_8_1.tst,A,1000,367,0,yes,Buch/buch.lst
Buch/Example_2_8_2.tst,A,1000,149,0,yes,Buch/buch.lst
Buch/Example_2_8_3.tst,A,1000,358,0,yes,Buch/buch.lst
Buch/Example_2_8_4.tst,A,1000,1249,1,yes,Buch/buch.lst
Buch/Example_3_1_4.tst,A,1000,3560,3,yes,Buch/buch.lst
Buch/Example_3_1_6.tst,A,295,2754,9,yes,Buch/buch.lst
Buch/Example_3_2_3.tst,A,80,5858,73,yes,Buch/buch.lst
Buch/Example_3_3_13.tst,A,1000,144,0,yes,Buch/buch.lst
Buch/Example_3_3_8.tst,A,170,6037,35,yes,Buch/buch.lst
Buch/Example_3_4_5.tst,A,417,610,1,yes,Buch/buch.lst
Buch/Example_3_5_15.tst,A,233,5223,22,yes,Buch/buch.lst
Buch/Example_3_5_5.tst,A,1000,882,0,yes,Buch/buch.lst
Buch/Example_3_5_9.tst,A,1000,413,0,yes,Buch/buch.lst
Buch/Example_3_6_11.tst,A,250,4800,19,yes,Buch/buch.lst
Buch/Example_3_6_9.tst,A,83,5694,68,yes,Buch/buch.lst
Buch/Example_4_2_5.tst,A,1000,310,0,yes,Buch/buch.lst
Buch/Example_4_2_6.tst,A,1000,3413,3,yes,Buch/buch.lst
Buch/Example_4_3_2.tst,A,1000,2153,2,yes,Buch/buch.lst
Buch/Example_4_3_3.tst,A,1000,6024,6,yes,Buch/buch.lst
Buch/Example_4_4_3.tst,A,1000,1193,1,yes,Buch/buch.lst
Buch/Example_4_4_8.tst,A,1000,2068,2,yes,Buch/buch.lst
Buch/Example_4_5_3.tst,A,1000,1406,1,yes,Buch/buch.lst
Buch/Example_5_2_4.tst,A,1000,2145,2,yes,Buch/buch.lst
Buch/Example_5_5_11.tst,A,1000,2859,2,yes,Buch/buch.lst
Buch/Example_5_7_6.tst,A,115,6851,59,yes,Buch/buch.lst
Buch/Example_6_1_3.tst,A,1000,206,0,yes,Buch/buch.lst
Buch/Example_6_2_10.tst,A,1000,642,0,yes,Buch/buch.lst
Buch/Example_6_2_15.tst,A,1000,177,0,yes,Buch/buch.lst
Buch/Example_6_2_4.tst,A,1000,91,0,yes,Buch/buch.lst
Buch/Example_7_1_5.tst,A,371,1855,5,yes,Buch/buch.lst
Buch/Example_7_2_6.tst,A,1000,519,0,yes,Buch/buch.lst
Buch/Example_7_2_9.tst,A,1000,676,0,yes,Buch/buch.lst
Buch/Example_7_3_12.tst,A,1000,607,0,yes,Buch/buch.lst
Buch/Example_7_3_14.tst,A,1000,1263,1,yes,Buch/buch.lst
Buch/Example_7_3_17.tst,A,244,3125,12,yes,Buch/buch.lst
Buch/Example_7_5_2.tst,A,371,1918,5,yes,Buch/buch.lst
Buch/Example_7_6_17.tst,A,286,3221,11,yes,Buch/buch.lst
Buch/Example_7_6_3.tst,A,1000,578,0,yes,Buch/buch.lst
Buch/Example_7_7_8.tst,A,223,5698,25,yes,Buch/buch.lst
Buch/Example_7_8_4.tst,A,313,2280,7,yes,Buch/buch.lst
Buch/Example_7_8_7.tst,A,385,3647,9,yes,Buch/buch.lst
Buch/Example_7_9_6.tst,A,1000,552,0,yes,Buch/buch.lst
Buch/Proc_3_7_1.tst,A,371,1674,4,yes,Buch/buch.lst
Buch/Proc_3_7_2.tst,A,1000,262,0,yes,Buch/buch.lst
Buch/Proc_3_7_3.tst,A,205,5506,26,yes,Buch/buch.lst
Buch/Proc_4_6.tst,A,3,9384,3128,yes,Buch/buch.lst
Buch/Example_1_9_13.tst,A,1000,183,0,yes,Buch/buch.lst
Buch/Example_1_9_20.tst,A,189,4743,25,yes,Buch/buch.lst
Buch/Example_1_9_22.tst,A,186,4697,25,yes,Buch/buch.lst
Buch/Example_1_9_23.tst,A,186,4703,25,yes,Buch/buch.lst
Buch/Example_1_9_24.tst,A,189,4749,25,yes,Buch/buch.lst
Buch/Example_1_9_25.tst,A,35,8043,229,yes,Buch/buch.lst
Buch/Example_1_9_28.tst,A,134,65,0,yes,Buch/buch.lst
Buch/Example_1_9_29.tst,A,1000,1,0,yes,Buch/buch.lst
Buch/Example_1_9_3.tst,A,1000,211,0,yes,Buch/buch.lst
Buch/Example_1_9_30.tst,A,186,4788,25,yes,Buch/buch.lst
Buch/Example_1_9_31.tst,A,173,4886,28,yes,Buch/buch.lst
Buch/Example_1_9_32.tst,A,182,4739,26,yes,Buch/buch.lst
Buch/Example_1_9_33.tst,A,1000,342,0,yes,Buch/buch.lst
Buch/Example_1_9_34.tst,A,143,5506,38,yes,Buch/buch.lst
Buch/Example_4_6_26.tst,A,271,8111,29,yes,Buch/buch.lst
Buch/Example_4_7_7.tst,A,157,6127,39,yes,Buch/buch.lst
Buch/Example_B_5_10.tst,A,1000,1929,1,yes,Buch/buch.lst
Buch/Example_B_6_12.tst,A,1000,676,0,yes,Buch/buch.lst
Buch/Example_B_6_2.tst,A,1000,5200,5,yes,Buch/buch.lst
Buch/Example_B_6_4.tst,A,1000,273,0,yes,Buch/buch.lst
Buch/Example_B_7_5.tst,A,148,8388,56,yes,Buch/buch.lst
Long/allres_l.tst,A,1000,1,0,yes,Long/ok_l.lst
Long/bardet_probl_l.tst,A,2,16182,8091,yes,Long/ok_l.lst
Long/bug_4.tst,C,1,111006,111006,yes,Long/ok_l.lst
Long/bug_39.tst,A,770,7140,9,yes,Long/ok_l.lst
Long/bug_45.tst,A,91,8343,91,yes,Long/ok_l.lst
Long/bug_tr164.tst,FAIL,0,0,0,no,Long/ok_l.lst
Long/bug_res.tst,A,278,3,0,yes,Long/ok_l.lst
Long/brnoeth_l.tst,FAIL,0,0,0,no,Long/ok_l.lst
Long/charseries_l.tst,FAIL,0,0,0,no,Long/ok_l.lst
Long/classify_l.tst,A,14,180,12,yes,Long/ok_l.lst
Long/classify2.tst,C,1,121326,121326,yes,Long/ok_l.lst
Long/cyclic-sba_l.tst,C,1,56383,56383,yes,Long/ok_l.lst
Long/deform_l.tst,A,5,9498,1899,yes,Long/ok_l.lst
Long/det_minor.tst,A,11,8915,810,yes,Long/ok_l.lst
Long/eco-sba_l.tst,FAIL,0,0,0,no,Long/ok_l.lst
Long/eliminate_2.tst,A,2,10638,5319,yes,Long/ok_l.lst
Long/eliminate_6.tst,A,2,11084,5542,yes,Long/ok_l.lst
Long/eliminate_8.tst,A,4,11265,2816,yes,Long/ok_l.lst
Long/factorizep_l.tst,C,1,35917,35917,yes,Long/ok_l.lst
Long/factorizeQ_l.tst,C,1,196217,196217,yes,Long/ok_l.lst
Long/factorizeQa_l.tst,C,1,77149,77149,yes,Long/ok_l.lst
Long/fetch_l.tst,A,35,8749,249,yes,Long/ok_l.lst
Long/fglm1_l.tst,A,14,8663,618,yes,Long/ok_l.lst
Long/fglmquot1_l.tst,A,4,8954,2238,yes,Long/ok_l.lst
Long/finvar_l.tst,C,1,112204,112204,yes,Long/ok_l.lst
Long/finvar2_l.tst,C,1,11229,11229,yes,Long/ok_l.lst
Long/fres_l.tst,C,1,28998,28998,yes,Long/ok_l.lst
Long/gcd0_l.tst,A,50,15,0,yes,Long/ok_l.lst
Long/gcdp_l.tst,A,38,8,0,yes,Long/ok_l.lst
Long/gcd_univar_p_create.tst,C,1,37430,37430,yes,Long/ok_l.lst
Long/gmssin_l.tst,A,2,11942,5971,yes,Long/ok_l.lst
Long/groebner_l.tst,A,17,8913,524,yes,Long/ok_l.lst
Long/hnoether_l.tst,A,2,69,34,yes,Long/ok_l.lst
Long/homtest.tst,A,2,11291,5645,yes,Long/ok_l.lst
Long/hres_l.tst,A,14,9061,647,yes,Long/ok_l.lst
Long/intdet_l.tst,A,20,8479,423,yes,Long/ok_l.lst
Long/jmsconst.tst,C,1,55998,55998,yes,Long/ok_l.lst
Long/lres_l.tst,A,58,8478,146,yes,Long/ok_l.lst
Long/makedbm_l.tst,A,1000,7511,7,yes,Long/ok_l.lst
Long/minor_l.tst,A,59,8464,143,yes,Long/ok_l.lst
